A0;A0_1;A0_7;A1;Residencia;CCAA;A14;A15;A16;A13_1;Factor
2;20151001007695;2;3;16;01;1;1;6;5;252.41337787
2;20151001007675;2;3;16;01;8;4;6;5;178.96393975
2;20151001007663;2;3;16;01;8;4;6;6;178.96393975
2;20151001007661;2;3;16;01;8;4;6;4;178.96393975
1;20151000028863;2;3;16;14;8;1;6;3;62.257929258
2;20151001005516;2;3;16;01;1;2;6;3;252.41337787
2;20151001005500;3;3;16;98;0;5;0;1;155.9881357
2;20151001005492;2;3;16;01;8;4;6;5;178.96393975
2;20151001004791;2;3;16;01;1;1;6;4;252.41337787
2;20151001004784;2;3;16;01;1;5;6;5;252.41337787
2;20151001004783;2;3;16;01;8;4;6;6;178.96393975
2;20151000028630;2;2;16;10;1;2;6;3;57.625264879
1;20151001001988;3;3;16;98;0;4;6;1;40.216604251
1;20151001001938;3;3;16;98;0;1;6;1;40.216604251
1;20151001001919;2;3;16;09;8;1;6;3;46.140188212
2;20151000028613;2;2;16;10;8;4;6;4;58.976622996
2;20151000028599;2;2;16;10;8;4;6;4;10.016909478
2;20151000028598;2;2;16;10;1;2;6;3;16.842522236
1;20151001000033;2;2;16;09;1;1;6;4;160.59928619
1;20151001000011;3;2;16;98;0;4;6;1;99.811025869
1;20151001000007;3;2;16;98;0;1;6;1;99.811025869
1;20151000026542;2;2;16;02;8;1;6;6;49.120102123
2;20151000041935;2;2;16;10;1;2;6;3;10.883225794
2;20151000041910;2;2;16;10;7;4;6;5;19.461613165
1;20151000041411;2;2;16;09;1;1;6;2;60.992633669
1;20151000041401;2;2;16;09;8;1;6;4;44.214512605
1;20151000040689;2;2;16;10;1;2;6;4;16.842522236
2;20151000025155;2;2;16;09;1;4;6;5;160.59928619
2;20151000040070;2;2;16;09;6;1;6;5;116.42093047
2;20151000025153;2;2;16;09;1;1;6;4;160.59928619
2;20151000025152;2;2;16;09;1;1;6;3;160.59928619
2;20151000039736;2;3;16;10;8;1;6;6;62.257929258
2;20151000039733;3;3;16;98;0;5;0;1;54.265112463
2;20151000039719;3;3;16;98;0;5;0;1;54.265112463
2;20151000025140;2;2;16;09;6;1;6;3;249.47851368
2;20151000025123;2;2;16;09;8;5;6;4;116.42093047
2;20151000025120;2;2;16;09;1;1;6;4;160.59928619
2;20151000025118;2;2;16;09;1;1;1;5;160.59928619
2;20151000025117;2;2;16;09;1;1;6;4;160.59928619
2;20151000025116;2;2;16;09;1;1;6;5;160.59928619
2;20151000025114;2;2;16;09;1;2;1;4;160.59928619
1;20151000031615;2;1;16;02;7;1;6;5;283.03366386
2;20151000025084;2;2;16;09;8;4;6;6;116.42093047
2;20151000025081;2;2;16;09;8;1;6;6;116.42093047
2;20151000037800;2;2;16;10;1;2;6;2;16.842522236
2;20151000037775;2;2;16;10;1;2;6;3;50.640929022
2;20151001025155;2;2;16;09;1;4;6;5;160.59928619
2;20151001025153;2;2;16;09;1;1;6;4;160.59928619
2;20151001025152;2;2;16;09;1;1;6;3;160.59928619
2;20151001025123;2;2;16;09;8;5;6;4;116.42093047
1;20151001034128;2;2;16;10;1;2;6;3;10.883225794
2;20151001025116;2;2;16;09;1;1;6;5;160.59928619
2;20151001025114;2;2;16;09;1;2;1;4;160.59928619
2;20151001024413;2;2;16;09;6;1;6;4;116.42093047
1;20151002027196;2;2;16;13;1;1;6;4;263.86014394
2;20151001019270;2;2;16;09;1;2;6;3;60.992633669
1;20151002022611;2;3;16;01;1;1;6;5;252.41337787
1;20151002022595;2;3;16;01;1;1;6;5;252.41337787
1;20151002022577;2;3;16;01;8;1;6;4;178.96393975
1;20151002022548;2;3;16;01;1;4;6;5;252.41337787
2;20151001019079;2;3;16;01;7;5;6;5;178.96393975
1;20151002020836;3;3;16;98;0;1;6;1;155.9881357
1;20151001022643;2;3;16;01;8;1;6;4;178.96393975
1;20151001022621;2;3;16;01;2;1;6;4;178.96393975
1;20151001022620;2;3;16;01;7;1;6;4;178.96393975
1;20151001022611;2;3;16;01;1;1;6;5;252.41337787
1;20151001022595;2;3;16;01;1;1;6;5;252.41337787
1;20151001022585;2;3;16;01;1;1;6;4;252.41337787
1;20151001022577;2;3;16;01;8;1;6;4;178.96393975
2;20151002017269;2;3;16;10;8;1;6;6;62.257929258
1;20151001022561;2;3;16;01;1;1;6;5;252.41337787
2;20151001017269;2;3;16;10;8;1;6;6;62.257929258
1;20151001022556;3;3;16;98;0;2;6;1;155.9881357
1;20151001022548;2;3;16;01;1;4;6;5;252.41337787
2;20151001028598;2;2;16;10;1;2;6;3;16.842522236
2;20151002009464;2;3;16;01;8;4;6;4;62.257929258
2;20151002009451;3;3;16;98;0;5;0;1;155.9881357
2;20151002007695;2;3;16;01;1;1;6;5;252.41337787
2;20151002007661;2;3;16;01;8;4;6;4;178.96393975
2;20151002005492;2;3;16;01;8;4;6;5;178.96393975
2;20151002004791;2;3;16;01;1;1;6;4;252.41337787
2;20151002004783;2;3;16;01;8;4;6;6;178.96393975
1;20151002001988;3;3;16;98;0;4;6;1;40.216604251
1;20151002001919;2;3;16;09;8;1;6;3;46.140188212
1;20151002000011;3;2;16;98;0;4;6;1;99.811025869
2;20151001039733;3;3;16;98;0;5;0;1;54.265112463
1;20151001027202;2;2;16;01;8;4;6;5;191.98104568
1;20151001027196;2;2;16;13;1;1;6;4;263.86014394
1;20151001027193;2;2;16;13;1;2;6;2;263.86014394
1;20151001026975;3;2;16;98;0;2;6;1;167.3340755
2;20151001037475;2;4;16;09;1;2;6;3;64.320206586
2;20151001017975;2;2;16;13;1;2;6;3;837.32863703
1;20151001020836;3;3;16;98;0;1;6;1;155.9881357
1;20151007022595;2;3;16;01;1;1;6;5;252.41337787
2;20151003007661;2;3;16;01;8;4;6;4;178.96393975
1;20151006022595;2;3;16;01;1;1;6;5;252.41337787
2;20151003005492;2;3;16;01;8;4;6;5;178.96393975
1;20151006001919;2;3;16;09;8;1;6;3;46.140188212
1;20151005022595;2;3;16;01;1;1;6;5;252.41337787
2;20151003004783;2;3;16;01;8;4;6;6;178.96393975
1;20151005001919;2;3;16;09;8;1;6;3;46.140188212
1;20151003001919;2;3;16;09;8;1;6;3;46.140188212
1;20151003027196;2;2;16;13;1;1;6;4;263.86014394
1;20151004027196;2;2;16;13;1;1;6;4;263.86014394
1;20151003000011;3;2;16;98;0;4;6;1;99.811025869
1;20151004022595;2;3;16;01;1;1;6;5;252.41337787
1;20151003022611;2;3;16;01;1;1;6;5;252.41337787
1;20151003022595;2;3;16;01;1;1;6;5;252.41337787
1;20151003022577;2;3;16;01;8;1;6;4;178.96393975
1;20151003022548;2;3;16;01;1;4;6;5;252.41337787
2;20151004009451;3;3;16;98;0;5;0;1;155.9881357
2;20151004007661;2;3;16;01;8;4;6;4;178.96393975
2;20151003009451;3;3;16;98;0;5;0;1;155.9881357
1;20151003020836;3;3;16;98;0;1;6;1;155.9881357
1;20151004001919;2;3;16;09;8;1;6;3;46.140188212
1;20151009022595;2;3;16;01;1;1;6;5;252.41337787
1;20151008022595;2;3;16;01;1;1;6;5;252.41337787
2;1014EVA0008999;3;2;16;98;0;5;0;1;23.950752984
1;20151000012230;2;2;16;05;2;5;6;6;144.54839038
1;20151000022058;2;2;16;09;1;2;6;4;178.69380236
2;20151000016120;2;2;16;08;8;4;6;6;58.976622996
2;20151000030740;2;2;16;10;7;4;6;6;30.118149454
1;20151002022058;2;2;16;09;1;2;6;4;178.69380236
1;20151001022058;2;2;16;09;1;2;6;4;178.69380236
2;20151000039255;2;2;16;16;8;1;6;5;73.105543141
1;20151000031180;2;2;16;09;2;1;6;6;33.838469288
1;20151001012555;2;2;16;03;1;2;6;4;65.625778731
1;20151001011906;3;2;16;98;0;1;1;1;42.138513418
1;20151000029935;2;2;16;13;1;2;6;3;53.620994128
1;20151000034648;2;2;16;10;1;2;1;4;40.632998424
2;20151000034290;2;2;16;09;8;4;6;4;35.87784823
2;20151000034238;2;2;16;09;1;2;6;4;49.492447729
2;20151001005530;2;3;16;09;5;1;1;5;552.00226248
2;20151000028731;2;2;16;09;9;2;6;3;102.29317698
2;20151001004780;2;3;16;13;1;1;6;4;245.96933898
2;20151001002015;3;3;16;04;0;1;1;1;481.13493672
2;20151000026531;2;2;16;12;1;2;6;3;135.36568617
2;20151000039236;2;2;16;16;6;3;6;6;80.473620103
1;20151000011906;3;2;16;98;0;1;1;1;42.138513418
1;20151000011752;2;2;16;09;1;2;6;3;66.690768079
2;20151000002015;3;3;16;04;0;1;1;1;481.13493672
1;20151000010890;2;2;16;13;1;1;6;3;354.05630649
1;20151000022288;2;2;16;09;5;1;1;2;48.34517922
2;20151000020172;2;2;16;04;1;3;6;3;178.30887262
1;20151000018368;2;2;16;09;1;1;6;4;141.11046132
2;20151000017091;2;2;16;14;8;1;6;6;108.12549207
2;20151000005530;2;3;16;09;5;1;1;5;552.00226248
2;20151000004780;2;3;16;13;1;1;6;4;245.96933898
1;20151000012555;2;2;16;03;1;2;6;4;65.625778731
1;20151001034648;2;2;16;10;1;2;1;4;40.632998424
2;20151001034290;2;2;16;09;8;4;6;4;35.87784823
1;20151002034648;2;2;16;10;1;2;1;4;40.632998424
1;20151001031180;2;2;16;09;2;1;6;6;33.838469288
2;20151001017091;2;2;16;14;8;1;6;6;108.12549207
1;20151001022288;2;2;16;09;5;1;1;2;48.34517922
1;20151002011906;3;2;16;98;0;1;1;1;42.138513418
2;20151002005530;2;3;16;09;5;1;1;5;552.00226248
1;20151003011906;3;2;16;98;0;1;1;1;42.138513418
1;20151004011906;3;2;16;98;0;1;1;1;42.138513418
2;20151005018120;2;2;16;04;7;1;6;6;43.114097531
2;20151004018120;2;2;16;04;7;1;6;6;43.114097531
2;20151003018120;2;2;16;04;7;1;6;6;43.114097531
2;20151002018120;2;2;16;04;7;1;6;6;43.114097531
2;20151001018120;2;2;16;04;7;1;6;6;43.114097531
2;20151000018120;2;2;16;04;7;1;6;6;43.114097531
1;20151000001947;3;3;16;98;0;1;6;1;40.216604251
2;20151000009416;3;3;16;98;0;5;0;1;155.9881357
2;20151000040965;2;3;16;01;8;4;6;5;46.140188212
1;20151000040643;2;2;16;10;1;2;6;4;67.482921089
1;20151000034782;2;2;16;10;8;1;6;5;24.166040058
2;20151000007512;2;2;16;13;1;1;6;3;209.83373803
1;20151001034782;2;2;16;10;8;1;6;5;24.166040058
1;20151002034782;2;2;16;10;8;1;6;5;24.166040058
2;20151000005720;2;2;16;09;1;1;6;3;344.14835077
2;20151001005720;2;2;16;09;1;1;6;3;344.14835077
2;20151000037507;2;2;15;09;1;1;6;6;85.42614523
2;20151000037503;2;2;15;01;1;1;6;6;35.642370274
2;20151000037492;2;2;15;16;2;1;6;3;45.902235853
1;20151000037468;2;4;15;09;1;1;6;3;49.496234108
1;20151000031119;2;2;15;09;1;1;1;5;52.323571608
2;20151000024710;2;2;15;01;1;1;6;4;171.13556937
1;20151000030942;2;2;15;09;9;1;6;3;70.777919811
2;20151000037021;2;2;15;13;1;1;6;2;223.14892468
1;20151000030896;2;2;15;09;8;1;6;4;33.838469288
1;20151000030859;2;2;15;09;1;1;6;5;52.323571608
1;20151000030845;2;2;15;09;1;1;6;5;52.323571608
2;20151001013937;2;2;15;09;1;1;1;4;107.92018253
2;20151001013936;2;2;15;09;1;1;1;4;107.92018253
2;20151001013901;2;2;15;09;2;1;6;4;101.66358024
1;20151001012739;2;2;15;05;8;1;6;5;60.688513843
1;20151000035582;3;2;15;98;0;1;6;1;45.005473406
1;20151000034994;2;2;15;16;1;1;6;5;22.264342715
1;20151001011077;2;2;15;01;8;1;6;5;13.313782375
1;20151000029734;2;2;15;13;1;2;6;4;41.262884859
1;20151000029730;2;2;15;13;1;1;6;4;41.262884859
1;20151000029729;2;2;15;09;8;4;6;5;39.01390475
1;20151000034686;2;2;15;10;1;2;6;4;27.052387327
2;20151000034561;2;2;15;01;1;2;6;5;190.51516581
2;20151000034428;3;3;15;04;0;1;1;1;481.13493672
2;20151000034413;3;3;15;04;0;1;1;1;481.13493672
2;20151000029132;2;2;15;13;1;1;6;5;85.11257055
2;20151000034219;2;2;15;09;1;1;6;3;38.085850612
2;20151001007893;2;2;15;09;1;1;6;4;72.557720506
2;20151001007754;3;3;15;16;0;2;1;1;205.80900387
2;20151001007751;3;3;15;16;0;1;1;1;205.80900387
2;20151001007745;3;3;15;16;0;1;1;1;205.80900387
2;20151001007739;3;3;15;16;0;1;1;1;205.80900387
2;20151001007730;3;3;15;16;0;1;1;1;205.80900387
2;20151001007725;3;3;15;16;0;1;1;1;205.80900387
2;20151001007719;3;3;15;16;0;1;1;1;205.80900387
2;20151001007718;3;3;15;16;0;1;1;1;205.80900387
2;20151001007710;3;3;15;16;0;1;1;1;205.80900387
1;20151000026907;2;2;15;09;1;1;6;4;108.58852605
2;20151001007427;2;2;15;09;1;1;6;4;107.92018253
2;20151001007426;2;2;15;09;2;1;6;4;101.66358024
2;20151001007425;2;2;15;09;2;1;6;4;101.66358024
2;20151001007387;2;2;15;09;8;4;6;4;49.285913039
2;20151001007386;2;2;15;13;1;1;1;5;107.52403874
1;20151000033958;2;2;15;09;1;1;6;4;23.508633068
2;20151000028885;3;3;15;16;0;1;1;1;205.80900387
2;20151001005529;3;3;15;09;0;1;1;1;481.13493672
1;20151001005273;2;2;15;04;1;1;6;4;258.67975838
1;20151000026829;2;2;15;09;1;1;6;4;107.92018253
2;20151000028727;2;2;15;09;1;1;6;4;108.58852605
2;20151000028712;2;2;15;05;1;1;6;6;148.10465547
2;20151001004696;2;2;15;12;6;1;6;6;202.9194455
2;20151000028707;2;2;15;09;1;1;6;4;108.58852605
2;20151001004454;3;3;15;01;0;1;1;1;277.64871078
2;20151001004444;3;3;15;01;0;1;1;1;277.64871078
2;20151000028669;2;2;15;09;1;1;6;4;108.58852605
2;20151001003209;2;2;15;17;1;1;6;5;58.529866943
2;20151000028660;2;2;15;09;8;4;6;3;143.21217884
2;20151001003119;3;3;15;04;0;1;1;1;481.13493672
2;20151001002799;2;2;15;09;1;1;1;4;108.58852605
2;20151001002791;2;2;15;09;1;1;1;4;124.62923586
2;20151001001699;2;2;15;09;1;1;1;5;114.79932667
1;20151000042439;2;4;15;09;1;1;6;3;49.496234108
2;20151000041960;2;2;15;09;1;1;6;5;136.64770866
1;20151000041382;2;2;15;09;1;1;6;4;183.04747922
2;20151000041245;2;2;15;16;1;1;6;5;457.21580287
1;20151000041085;3;4;15;98;0;5;6;1;31.039795112
1;20151000040700;2;2;15;10;1;1;6;3;51.930033154
1;20151000032320;2;2;15;09;1;1;6;3;69.676539723
1;20151000040569;2;2;15;10;1;2;6;2;76.309394585
2;20151000040003;2;2;15;16;1;2;6;4;104.16775767
2;20151000039274;2;2;15;16;1;2;6;3;59.417396341
1;20151000027915;2;2;15;04;8;1;6;5;58.635794058
2;20151000038291;2;2;15;09;1;1;6;5;48.72716129
2;20151000038237;3;3;15;01;0;1;1;1;277.64871078
2;20151000004696;2;2;15;12;6;1;6;6;202.9194455
2;20151000004533;2;2;15;16;8;4;6;5;80.473620103
2;20151000004531;2;2;15;09;1;1;6;5;85.42614523
2;20151000004454;3;3;15;01;0;1;1;1;277.64871078
2;20151000004444;3;3;15;01;0;1;1;1;277.64871078
2;20151000003209;2;2;15;17;1;1;6;5;58.529866943
1;20151000024311;2;2;15;14;8;1;6;5;95.900505524
2;20151000003119;3;3;15;04;0;1;1;1;481.13493672
2;20151000023912;2;1;15;09;2;1;6;6;675.51832309
2;20151000023849;2;3;15;07;3;3;6;6;38.275708589
2;20151000002799;2;2;15;09;1;1;1;4;108.58852605
2;20151000002791;2;2;15;09;1;1;1;4;124.62923586
2;20151000023661;2;2;15;09;5;1;1;2;101.66358024
2;20151000023659;2;2;15;09;5;1;1;2;101.66358024
2;20151000023658;2;2;15;09;1;1;6;5;107.92018253
2;20151000023657;2;2;15;09;1;1;1;4;107.92018253
2;20151000023628;2;2;15;09;1;1;6;4;107.92018253
2;20151000023627;2;2;15;09;1;1;6;4;107.92018253
2;20151000023625;2;2;15;04;1;1;6;4;143.73897999
1;20151000023202;2;2;15;13;1;1;6;5;121.66915401
1;20151000023127;2;2;15;12;1;2;6;5;283.71414605
1;20151000023044;2;2;15;09;1;1;6;2;122.11741172
2;20151000022851;2;4;15;09;1;1;6;3;49.496234108
1;20151000011077;2;2;15;01;8;1;6;5;13.313782375
2;20151000022752;2;4;15;09;1;1;6;6;49.496234108
2;20151000001699;2;2;15;09;1;1;1;5;114.79932667
2;20151000020507;2;2;15;09;1;1;6;3;137.50997928
2;20151000020464;2;2;15;09;5;1;1;4;55.2831898
2;20151000019325;2;2;15;09;1;1;6;3;80.615767314
2;20151000019266;2;2;15;01;1;1;6;4;252.05508577
1;20151000018416;2;2;15;09;1;1;6;4;108.58852605
1;20151000018309;2;2;15;09;8;2;6;3;135.28479234
1;20151000017894;2;2;15;09;2;1;6;6;53.441656402
1;20151000017843;2;2;15;09;1;1;6;3;264.83197492
2;20151000007893;2;2;15;09;1;1;6;4;72.557720506
1;20151000017595;2;2;15;09;2;1;6;4;249.47851368
2;20151000007754;3;3;15;16;0;2;1;1;205.80900387
2;20151000007751;3;3;15;16;0;1;1;1;205.80900387
2;20151000007745;3;3;15;16;0;1;1;1;205.80900387
2;20151000007739;3;3;15;16;0;1;1;1;205.80900387
2;20151000007730;3;3;15;16;0;1;1;1;205.80900387
2;20151000007725;3;3;15;16;0;1;1;1;205.80900387
2;20151000007719;3;3;15;16;0;1;1;1;205.80900387
2;20151000007718;3;3;15;16;0;1;1;1;205.80900387
2;20151000007710;3;3;15;16;0;1;1;1;205.80900387
2;20151000017120;3;2;15;98;0;5;0;1;69.443014999
1;20141000002008;3;2;15;98;0;1;6;1;119.18519383
1;20141000002007;3;2;15;98;0;1;6;1;119.18519383
2;20151000007427;2;2;15;09;1;1;6;4;107.92018253
2;20151000007426;2;2;15;09;2;1;6;4;101.66358024
2;20151000007425;2;2;15;09;2;1;6;4;101.66358024
1;20151000016239;2;1;15;01;2;1;6;6;1339.6613633
2;20151000007387;2;2;15;09;8;4;6;4;49.285913039
2;20151000007386;2;2;15;13;1;1;1;5;107.52403874
2;20151000015697;2;2;15;01;2;1;6;6;87.013462293
2;20151000023626;2;2;15;09;1;1;6;6;107.92018253
1;20141100062220;2;1;15;10;1;1;6;3;688.64149354
2;20151000005529;3;3;15;09;0;1;1;1;481.13493672
2;20151000014103;2;2;15;12;1;5;6;5;65.084061111
2;20151000013940;2;2;15;02;1;2;6;5;131.59675402
2;20151000013937;2;2;15;09;1;1;1;4;107.92018253
2;20151000013936;2;2;15;09;1;1;1;4;107.92018253
2;20151000013902;2;2;15;09;1;2;6;5;107.92018253
2;20151000013901;2;2;15;09;2;1;6;4;101.66358024
1;20151000005273;2;2;15;04;1;1;6;4;258.67975838
1;20151000013659;2;2;15;10;8;1;6;4;91.071951935
1;20141100012573;2;2;15;04;1;1;6;3;206.12343447
1;20151000012739;2;2;15;05;8;1;6;5;60.688513843
2;20151001020507;2;2;15;09;1;1;6;3;137.50997928
2;20151001020464;2;2;15;09;5;1;1;4;55.2831898
1;20151001017843;2;2;15;09;1;1;6;3;264.83197492
1;20151001034994;2;2;15;16;1;1;6;5;22.264342715
1;20151001034686;2;2;15;10;1;2;6;4;27.052387327
2;20151001034428;3;3;15;04;0;1;1;1;481.13493672
2;20151001034413;3;3;15;04;0;1;1;1;481.13493672
2;20151001015697;2;2;15;01;2;1;6;6;87.013462293
2;20151001034219;2;2;15;09;1;1;6;3;38.085850612
1;20151001033958;2;2;15;09;1;1;6;4;23.508633068
2;20151001024710;2;2;15;01;1;1;6;4;171.13556937
1;20151002035582;3;2;15;98;0;1;6;1;45.005473406
2;20151002034428;3;3;15;04;0;1;1;1;481.13493672
1;20151002032320;2;2;15;09;1;1;6;3;69.676539723
1;20151001017595;2;2;15;09;2;1;6;4;249.47851368
1;20151002029730;2;2;15;13;1;1;6;4;41.262884859
2;20151002028669;2;2;15;09;1;1;6;4;108.58852605
2;20151001023661;2;2;15;09;5;1;1;2;101.66358024
2;20151001023659;2;2;15;09;5;1;1;2;101.66358024
2;20151001023657;2;2;15;09;1;1;1;4;107.92018253
1;20151001032320;2;2;15;09;1;1;6;3;69.676539723
2;20151001023628;2;2;15;09;1;1;6;4;107.92018253
2;20151001023626;2;2;15;09;1;1;6;6;107.92018253
2;20151001019266;2;2;15;01;1;1;6;4;252.05508577
2;20151002023626;2;2;15;09;1;1;6;6;107.92018253
1;20151002023202;2;2;15;13;1;1;6;5;121.66915401
1;20151002023127;2;2;15;12;1;2;6;5;283.71414605
1;20151001023202;2;2;15;13;1;1;6;5;121.66915401
2;20151002022851;2;4;15;09;1;1;6;3;49.496234108
1;20151001023127;2;2;15;12;1;2;6;5;283.71414605
2;20151001022851;2;4;15;09;1;1;6;3;49.496234108
1;20151001031119;2;2;15;09;1;1;1;5;52.323571608
1;20151001030942;2;2;15;09;9;1;6;3;70.777919811
1;20151001030896;2;2;15;09;8;1;6;4;33.838469288
1;20151001030859;2;2;15;09;1;1;6;5;52.323571608
1;20151002017894;2;2;15;09;2;1;6;6;53.441656402
2;20151002015697;2;2;15;01;2;1;6;6;87.013462293
2;20151001017120;3;2;15;98;0;5;0;1;69.443014999
1;20151001029730;2;2;15;13;1;1;6;4;41.262884859
1;20151001029729;2;2;15;09;8;4;6;5;39.01390475
2;20151001029132;2;2;15;13;1;1;6;5;85.11257055
2;20151001028885;3;3;15;16;0;1;1;1;205.80900387
2;20151001028707;2;2;15;09;1;1;6;4;108.58852605
2;20151001028669;2;2;15;09;1;1;6;4;108.58852605
2;20151002007425;2;2;15;09;2;1;6;4;101.66358024
1;20151002005273;2;2;15;04;1;1;6;4;258.67975838
1;20151001018416;2;2;15;09;1;1;6;4;108.58852605
2;20151002003209;2;2;15;17;1;1;6;5;58.529866943
2;20151002002799;2;2;15;09;1;1;1;4;108.58852605
1;20151001042439;2;4;15;09;1;1;6;3;49.496234108
2;20151001041960;2;2;15;09;1;1;6;5;136.64770866
2;20151001041245;2;2;15;16;1;1;6;5;457.21580287
1;20151001040700;2;2;15;10;1;1;6;3;51.930033154
2;20151001040003;2;2;15;16;1;2;6;4;104.16775767
2;20151001038291;2;2;15;09;1;1;6;5;48.72716129
2;20151001038237;3;3;15;01;0;1;1;1;277.64871078
1;20151001026907;2;2;15;09;1;1;6;4;108.58852605
1;20151001026829;2;2;15;09;1;1;6;4;107.92018253
2;20151001037507;2;2;15;09;1;1;6;6;85.42614523
2;20151001037492;2;2;15;16;2;1;6;3;45.902235853
1;20151001037468;2;4;15;09;1;1;6;3;49.496234108
2;20151001037021;2;2;15;13;1;1;6;2;223.14892468
1;20151001035582;3;2;15;98;0;1;6;1;45.005473406
1;20151001017894;2;2;15;09;2;1;6;6;53.441656402
1;20151007023127;2;2;15;12;1;2;6;5;283.71414605
2;20151006034428;3;3;15;04;0;1;1;1;481.13493672
2;20151003034428;3;3;15;04;0;1;1;1;481.13493672
2;20151003015697;2;2;15;01;2;1;6;6;87.013462293
1;20151006023127;2;2;15;12;1;2;6;5;283.71414605
2;20151005034428;3;3;15;04;0;1;1;1;481.13493672
1;20151005023127;2;2;15;12;1;2;6;5;283.71414605
2;20151005015697;2;2;15;01;2;1;6;6;87.013462293
1;20151003029730;2;2;15;13;1;1;6;4;41.262884859
2;20151003028669;2;2;15;09;1;1;6;4;108.58852605
2;20151004034428;3;3;15;04;0;1;1;1;481.13493672
1;20151004029730;2;2;15;13;1;1;6;4;41.262884859
1;20151004023127;2;2;15;12;1;2;6;5;283.71414605
2;20151004022851;2;4;15;09;1;1;6;3;49.496234108
2;20151003023626;2;2;15;09;1;1;6;6;107.92018253
1;20151003023202;2;2;15;13;1;1;6;5;121.66915401
1;20151003023127;2;2;15;12;1;2;6;5;283.71414605
2;20151003022851;2;4;15;09;1;1;6;3;49.496234108
2;20151015034428;3;3;15;04;0;1;1;1;481.13493672
2;20151004015697;2;2;15;01;2;1;6;6;87.013462293
2;20151014034428;3;3;15;04;0;1;1;1;481.13493672
2;20151013034428;3;3;15;04;0;1;1;1;481.13493672
2;20151012034428;3;3;15;04;0;1;1;1;481.13493672
2;20151011034428;3;3;15;04;0;1;1;1;481.13493672
2;20151002037492;2;2;15;16;2;1;6;3;45.902235853
2;20151010034428;3;3;15;04;0;1;1;1;481.13493672
2;20151009034428;3;3;15;04;0;1;1;1;481.13493672
2;20151008034428;3;3;15;04;0;1;1;1;481.13493672
2;20151007034428;3;3;15;04;0;1;1;1;481.13493672
1;20151007027223;2;2;14;01;1;1;1;5;140.17424972
1;20151007027151;2;2;14;01;1;1;1;5;140.17424972
2;20151003036039;2;3;14;05;1;1;1;4;467.93622183
1;20151003035554;2;2;14;13;1;1;1;4;69.374862506
2;20151002038290;2;2;14;09;1;1;6;5;61.112580801
1;20151007018556;2;2;14;09;1;2;6;5;144.12753204
1;20151003035543;2;2;14;13;1;1;1;5;69.374862506
1;20151003035542;2;2;14;13;1;1;1;4;69.374862506
2;20151002038232;3;3;14;01;0;1;1;1;884.87380315
1;20151007018298;2;2;14;09;1;2;6;4;144.12753204
1;20151003035533;2;2;14;13;1;1;1;5;69.374862506
1;20151003035478;2;2;14;13;1;5;6;4;69.374862506
1;20151003035477;2;2;14;13;1;4;6;5;89.967621173
1;20151003035472;2;2;14;10;6;3;1;6;52.300092087
1;20151003035471;2;2;14;13;1;1;6;4;69.374862506
1;20151003035399;3;2;14;98;0;1;6;1;45.005473406
2;20151003007894;2;2;14;09;1;1;6;2;91.000366937
1;20151003035343;2;2;14;01;1;1;6;5;71.192382991
1;20151007012659;2;2;14;08;8;3;6;4;115.03773431
1;20151003035328;2;2;14;13;1;1;6;5;69.374862506
1;20151003035325;2;2;14;01;1;1;1;5;71.192382991
1;20151003035257;2;2;14;01;1;1;1;5;71.192382991
1;20151003035237;2;2;14;01;1;1;1;5;71.192382991
1;20151003035195;2;2;14;13;1;1;6;4;68.491863175
1;20151003035171;2;2;14;01;1;1;1;5;70.286250362
2;20151003007504;2;2;14;10;8;3;6;6;169.9383048
2;20151007002830;2;2;14;09;1;1;6;3;136.18944541
2;20151007001713;2;2;14;09;1;1;6;3;151.37871551
2;20151003007389;3;2;14;98;0;5;0;1;87.352036901
2;20151006037506;2;2;14;16;1;5;6;5;130.64501068
2;20151006037027;2;2;14;13;1;3;1;5;136.59564258
1;20151006035554;2;2;14;13;1;1;1;4;69.374862506
1;20151006035542;2;2;14;13;1;1;1;4;69.374862506
1;20151006035533;2;2;14;13;1;1;1;5;69.374862506
1;20151006035472;2;2;14;10;6;3;1;6;52.300092087
1;20151006035325;2;2;14;01;1;1;1;5;71.192382991
1;20151006035257;2;2;14;01;1;1;1;5;71.192382991
1;20151006035237;2;2;14;01;1;1;1;5;71.192382991
1;20151006035171;2;2;14;01;1;1;1;5;70.286250362
2;20151003034419;2;3;14;04;5;1;1;3;494.55962304
1;20151006027233;2;2;14;01;1;1;1;5;140.17424972
1;20151006027223;2;2;14;01;1;1;1;5;140.17424972
1;20151006027151;2;2;14;01;1;1;1;5;140.17424972
1;20151006018556;2;2;14;09;1;2;6;5;144.12753204
1;20151006018298;2;2;14;09;1;2;6;4;144.12753204
2;20151002037027;2;2;14;13;1;3;1;5;136.59564258
1;20151006012659;2;2;14;08;8;3;6;4;115.03773431
2;20151003005649;3;3;14;10;0;1;1;1;431.06691603
2;20151006002830;2;2;14;09;1;1;6;3;136.18944541
2;20151006001713;2;2;14;09;1;1;6;3;151.37871551
2;20151005037506;2;2;14;16;1;5;6;5;130.64501068
2;20151005037027;2;2;14;13;1;3;1;5;136.59564258
1;20151005035554;2;2;14;13;1;1;1;4;69.374862506
1;20151005035543;2;2;14;13;1;1;1;5;69.374862506
1;20151005035542;2;2;14;13;1;1;1;4;69.374862506
